condition,sentence_id,user_speaker,layer,strategy,reference_count,distance
native_leave_one_speaker_out,9,jvs004,6,median,3,0.348862
native_leave_one_speaker_out,9,jvs004,6,trimmed_mean,3,0.333301
native_leave_one_speaker_out,9,jvs004,6,nearest,3,0.290684
native_leave_one_speaker_out,9,jvs004,6,top_k_mean,3,0.319773
wrong_target,9,jvs005_other_sentence,6,median,3,0.516454
native_leave_one_speaker_out,9,jvs004,12,mean,3,0.249582
native_leave_one_speaker_out,9,jvs004,12,median,3,0.263555
native_leave_one_speaker_out,9,jvs004,12,trimmed_mean,3,0.249582
native_leave_one_speaker_out,9,jvs004,12,nearest,3,0.21217
native_leave_one_speaker_out,9,jvs004,12,top_k_mean,3,0.237862
wrong_target,9,jvs005_other_sentence,12,median,3,0.473086
native_leave_one_speaker_out,9,jvs004,18,mean,3,0.184846
native_leave_one_speaker_out,9,jvs004,18,median,3,0.194755
native_leave_one_speaker_out,9,jvs004,18,trimmed_mean,3,0.184846
native_leave_one_speaker_out,9,jvs004,18,nearest,3,0.159596
native_leave_one_speaker_out,9,jvs004,18,top_k_mean,3,0.177176
wrong_target,9,jvs005_other_sentence,18,median,3,0.409084
native_leave_one_speaker_out,9,jvs004,24,mean,3,0.252327
native_leave_one_speaker_out,9,jvs004,24,median,3,0.266783
native_leave_one_speaker_out,9,jvs004,24,trimmed_mean,3,0.252327
native_leave_one_speaker_out,9,jvs004,24,nearest,3,0.202219
native_leave_one_speaker_out,9,jvs004,24,top_k_mean,3,0.234501
wrong_target,9,jvs005_other_sentence,24,median,3,0.639314
native_leave_one_speaker_out,10,jvs001,6,mean,3,0.278195
native_leave_one_speaker_out,10,jvs001,6,median,3,0.262256
native_leave_one_speaker_out,10,jvs001,6,trimmed_mean,3,0.278195
native_leave_one_speaker_out,10,jvs001,6,nearest,3,0.246661
native_leave_one_speaker_out,10,jvs001,6,top_k_mean,3,0.254459
wrong_target,10,jvs005_other_sentence,6,median,3,0.486893
native_leave_one_speaker_out,10,jvs001,12,mean,3,0.208103
native_leave_one_speaker_out,10,jvs001,12,median,3,0.199552
native_leave_one_speaker_out,10,jvs001,12,trimmed_mean,3,0.208103
native_leave_one_speaker_out,10,jvs001,12,nearest,3,0.194961
native_leave_one_speaker_out,10,jvs001,12,top_k_mean,3,0.197256
wrong_target,10,jvs005_other_sentence,12,median,3,0.445011
native_leave_one_speaker_out,10,jvs001,18,mean,3,0.162694
native_leave_one_speaker_out,10,jvs001,18,median,3,0.155092
native_leave_one_speaker_out,10,jvs001,18,trimmed_mean,3,0.162694
native_leave_one_speaker_out,10,jvs001,18,nearest,3,0.148275
native_leave_one_speaker_out,10,jvs001,18,top_k_mean,3,0.151684
wrong_target,10,jvs005_other_sentence,18,median,3,0.391616
native_leave_one_speaker_out,10,jvs001,24,mean,3,0.193957
native_leave_one_speaker_out,10,jvs001,24,median,3,0.182708
native_leave_one_speaker_out,10,jvs001,24,trimmed_mean,3,0.193957
native_leave_one_speaker_out,10,jvs001,24,nearest,3,0.17962
native_leave_one_speaker_out,10,jvs001,24,top_k_mean,3,0.181164
wrong_target,10,jvs005_other_sentence,24,median,3,0.60185
native_leave_one_speaker_out,10,jvs002,6,mean,3,0.266178
native_leave_one_speaker_out,10,jvs002,6,median,3,0.262256
native_leave_one_speaker_out,10,jvs002,6,trimmed_mean,3,0.266178
native_leave_one_speaker_out,10,jvs002,6,nearest,3,0.254135
native_leave_one_speaker_out,10,jvs002,6,top_k_mean,3,0.258196
wrong_target,10,jvs005_other_sentence,6,median,3,0.48474
native_leave_one_speaker_out,10,jvs002,12,mean,3,0.20201
native_leave_one_speaker_out,10,jvs002,12,median,3,0.199552
native_leave_one_speaker_out,10,jvs002,12,trimmed_mean,3,0.20201
native_leave_one_speaker_out,10,jvs002,12,nearest,3,0.197916
native_leave_one_speaker_out,10,jvs002,12,top_k_mean,3,0.198734
wrong_target,10,jvs005_other_sentence,12,median,3,0.443745
native_leave_one_speaker_out,10,jvs002,18,mean,3,0.157417
native_leave_one_speaker_out,10,jvs002,18,median,3,0.155092
native_leave_one_speaker_out,10,jvs002,18,trimmed_mean,3,0.157417
native_leave_one_speaker_out,10,jvs002,18,nearest,3,0.147182
native_leave_one_speaker_out,10,jvs002,18,top_k_mean,3,0.151137
wrong_target,10,jvs005_other_sentence,18,median,3,0.387456
native_leave_one_speaker_out,10,jvs002,24,mean,3,0.188744
native_leave_one_speaker_out,10,jvs002,24,median,3,0.188781
native_leave_one_speaker_out,10,jvs002,24,trimmed_mean,3,0.188744
native_leave_one_speaker_out,10,jvs002,24,nearest,3,0.17962
native_leave_one_speaker_out,10,jvs002,24,top_k_mean,3,0.1842
wrong_target,10,jvs005_other_sentence,24,median,3,0.591122
native_leave_one_speaker_out,10,jvs003,6,mean,3,0.266687
native_leave_one_speaker_out,10,jvs003,6,median,3,0.254135
native_leave_one_speaker_out,10,jvs003,6,trimmed_mean,3,0.266687
native_leave_one_speaker_out,10,jvs003,6,nearest,3,0.246661
native_leave_one_speaker_out,10,jvs003,6,top_k_mean,3,0.250398
wrong_target,10,jvs005_other_sentence,6,median,3,0.486893
native_leave_one_speaker_out,10,jvs003,12,mean,3,0.204686
native_leave_one_speaker_out,10,jvs003,12,median,3,0.197916
native_leave_one_speaker_out,10,jvs003,12,trimmed_mean,3,0.204686
native_leave_one_speaker_out,10,jvs003,12,nearest,3,0.194961
native_leave_one_speaker_out,10,jvs003,12,top_k_mean,3,0.196438
wrong_target,10,jvs005_other_sentence,12,median,3,0.445011
native_leave_one_speaker_out,10,jvs003,18,mean,3,0.154568
native_leave_one_speaker_out,10,jvs003,18,median,3,0.148275
native_leave_one_speaker_out,10,jvs003,18,trimmed_mean,3,0.154568
native_leave_one_speaker_out,10,jvs003,18,nearest,3,0.147182
native_leave_one_speaker_out,10,jvs003,18,top_k_mean,3,0.147728
wrong_target,10,jvs005_other_sentence,18,median,3,0.391616
native_leave_one_speaker_out,10,jvs003,24,mean,3,0.195013
native_leave_one_speaker_out,10,jvs003,24,median,3,0.188781
native_leave_one_speaker_out,10,jvs003,24,trimmed_mean,3,0.195013
native_leave_one_speaker_out,10,jvs003,24,nearest,3,0.182708
native_leave_one_speaker_out,10,jvs003,24,top_k_mean,3,0.185744
wrong_target,10,jvs005_other_sentence,24,median,3,0.60185
native_leave_one_speaker_out,10,jvs004,6,mean,3,0.302359
native_leave_one_speaker_out,10,jvs004,6,median,3,0.299265
native_leave_one_speaker_out,10,jvs004,6,trimmed_mean,3,0.302359
native_leave_one_speaker_out,10,jvs004,6,nearest,3,0.282144
native_leave_one_speaker_out,10,jvs004,6,top_k_mean,3,0.290704
wrong_target,10,jvs005_other_sentence,6,median,3,0.48474
native_leave_one_speaker_out,10,jvs004,12,mean,3,0.219846
native_leave_one_speaker_out,10,jvs004,12,median,3,0.22118
native_leave_one_speaker_out,10,jvs004,12,trimmed_mean,3,0.219846
native_leave_one_speaker_out,10,jvs004,12,nearest,3,0.208562
native_leave_one_speaker_out,10,jvs004,12,top_k_mean,3,0.214871
wrong_target,10,jvs005_other_sentence,12,median,3,0.443745
native_leave_one_speaker_out,10,jvs004,18,mean,3,0.174313
native_leave_one_speaker_out,10,jvs004,18,median,3,0.169977
native_leave_one_speaker_out,10,jvs004,18,trimmed_mean,3,0.174313
native_leave_one_speaker_out,10,jvs004,18,nearest,3,0.168247
native_leave_one_speaker_out,10,jvs004,18,top_k_mean,3,0.169112
wrong_target,10,jvs005_other_sentence,18,median,3,0.387456
native_leave_one_speaker_out,10,jvs004,24,mean,3,0.210308
native_leave_one_speaker_out,10,jvs004,24,median,3,0.21355
native_leave_one_speaker_out,10,jvs004,24,trimmed_mean,3,0.210308
native_leave_one_speaker_out,10,jvs004,24,nearest,3,0.197832
native_leave_one_speaker_out,10,jvs004,24,top_k_mean,3,0.205691
wrong_target,10,jvs005_other_sentence,24,median,3,0.591122
native_leave_one_speaker_out,11,jvs001,6,mean,3,0.291973
native_leave_one_speaker_out,11,jvs001,6,median,3,0.277802
native_leave_one_speaker_out,11,jvs001,6,trimmed_mean,3,0.291973
native_leave_one_speaker_out,11,jvs001,6,nearest,3,0.26233
native_leave_one_speaker_out,11,jvs001,6,top_k_mean,3,0.270066
wrong_target,11,jvs005_other_sentence,6,median,3,0.536243
native_leave_one_speaker_out,11,jvs001,12,mean,3,0.224494
native_leave_one_speaker_out,11,jvs001,12,median,3,0.222519
native_leave_one_speaker_out,11,jvs001,12,trimmed_mean,3,0.224494
native_leave_one_speaker_out,11,jvs001,12,nearest,3,0.2078
native_leave_one_speaker_out,11,jvs001,12,top_k_mean,3,0.21516
wrong_target,11,jvs005_other_sentence,12,median,3,0.486877
native_leave_one_speaker_out,11,jvs001,18,mean,3,0.171868
native_leave_one_speaker_out,11,jvs001,18,median,3,0.171171
native_leave_one_speaker_out,11,jvs001,18,trimmed_mean,3,0.171868
native_leave_one_speaker_out,11,jvs001,18,nearest,3,0.160298
native_leave_one_speaker_out,11,jvs001,18,top_k_mean,3,0.165735
wrong_target,11,jvs005_other_sentence,18,median,3,0.419972
native_leave_one_speaker_out,11,jvs001,24,mean,3,0.238827
native_leave_one_speaker_out,11,jvs001,24,median,3,0.22335
native_leave_one_speaker_out,11,jvs001,24,trimmed_mean,3,0.238827
native_leave_one_speaker_out,11,jvs001,24,nearest,3,0.21782
native_leave_one_speaker_out,11,jvs001,24,top_k_mean,3,0.220585
wrong_target,11,jvs005_other_sentence,24,median,3,0.64093
native_leave_one_speaker_out,11,jvs002,6,mean,3,0.283239
native_leave_one_speaker_out,11,jvs002,6,median,3,0.281182
native_leave_one_speaker_out,11,jvs002,6,trimmed_mean,3,0.283239
native_leave_one_speaker_out,11,jvs002,6,nearest,3,0.277802
native_leave_one_speaker_out,11,jvs002,6,top_k_mean,3,0.279492
wrong_target,11,jvs005_other_sentence,6,median,3,0.517918
native_leave_one_speaker_out,11,jvs002,12,mean,3,0.219261
native_leave_one_speaker_out,11,jvs002,12,median,3,0.222519
native_leave_one_speaker_out,11,jvs002,12,trimmed_mean,3,0.219261
native_leave_one_speaker_out,11,jvs002,12,nearest,3,0.201046
native_leave_one_speaker_out,11,jvs002,12,top_k_mean,3,0.211783
wrong_target,11,jvs005_other_sentence,12,median,3,0.481514
native_leave_one_speaker_out,11,jvs002,18,mean,3,0.166593
native_leave_one_speaker_out,11,jvs002,18,median,3,0.171171
native_leave_one_speaker_out,11,jvs002,18,trimmed_mean,3,0.166593
native_leave_one_speaker_out,11,jvs002,18,nearest,3,0.148532
native_leave_one_speaker_out,11,jvs002,18,top_k_mean,3,0.159851
wrong_target,11,jvs005_other_sentence,18,median,3,0.418115
native_leave_one_speaker_out,11,jvs002,24,mean,3,0.222207
native_leave_one_speaker_out,11,jvs002,24,median,3,0.22335
native_leave_one_speaker_out,11,jvs002,24,trimmed_mean,3,0.222207
native_leave_one_speaker_out,11,jvs002,24,nearest,3,0.195275
native_leave_one_speaker_out,11,jvs002,24,top_k_mean,3,0.209312
wrong_target,11,jvs005_other_sentence,24,median,3,0.639732
native_leave_one_speaker_out,11,jvs003,6,mean,3,0.293183
native_leave_one_speaker_out,11,jvs003,6,median,3,0.290734
native_leave_one_speaker_out,11,jvs003,6,trimmed_mean,3,0.293183
native_leave_one_speaker_out,11,jvs003,6,nearest,3,0.26233
native_leave_one_speaker_out,11,jvs003,6,top_k_mean,3,0.276532
wrong_target,11,jvs005_other_sentence,6,median,3,0.536243
native_leave_one_speaker_out,11,jvs003,12,mean,3,0.232101
native_leave_one_speaker_out,11,jvs003,12,median,3,0.234218
native_leave_one_speaker_out,11,jvs003,12,trimmed_mean,3,0.232101
native_leave_one_speaker_out,11,jvs003,12,nearest,3,0.2078
native_leave_one_speaker_out,11,jvs003,12,top_k_mean,3,0.221009
wrong_target,11,jvs005_other_sentence,12,median,3,0.486877
native_leave_one_speaker_out,11,jvs003,18,mean,3,0.177936
native_leave_one_speaker_out,11,jvs003,18,median,3,0.180077
native_leave_one_speaker_out,11,jvs003,18,trimmed_mean,3,0.177936
native_leave_one_speaker_out,11,jvs003,18,nearest,3,0.160298
native_leave_one_speaker_out,11,jvs003,18,top_k_mean,3,0.170188
wrong_target,11,jvs005_other_sentence,18,median,3,0.419972
native_leave_one_speaker_out,11,jvs003,24,mean,3,0.236344
native_leave_one_speaker_out,11,jvs003,24,median,3,0.243214
native_leave_one_speaker_out,11,jvs003,24,trimmed_mean,3,0.236344
native_leave_one_speaker_out,11,jvs003,24,nearest,3,0.21782
native_leave_one_speaker_out,11,jvs003,24,top_k_mean,3,0.230517
wrong_target,11,jvs005_other_sentence,24,median,3,0.64093
native_leave_one_speaker_out,11,jvs004,6,mean,3,0.314484
native_leave_one_speaker_out,11,jvs004,6,median,3,0.326484
native_leave_one_speaker_out,11,jvs004,6,trimmed_mean,3,0.314484
native_leave_one_speaker_out,11,jvs004,6,nearest,3,0.281182
native_leave_one_speaker_out,11,jvs004,6,top_k_mean,3,0.303833
wrong_target,11,jvs005_other_sentence,6,median,3,0.517918
native_leave_one_speaker_out,11,jvs004,12,mean,3,0.232832
native_leave_one_speaker_out,11,jvs004,12,median,3,0.243164
native_leave_one_speaker_out,11,jvs004,12,trimmed_mean,3,0.232832
native_leave_one_speaker_out,11,jvs004,12,nearest,3,0.201046
native_leave_one_speaker_out,11,jvs004,12,top_k_mean,3,0.222105
wrong_target,11,jvs005_other_sentence,12,median,3,0.481514
native_leave_one_speaker_out,11,jvs004,18,mean,3,0.175367
native_leave_one_speaker_out,11,jvs004,18,median,3,0.184136
native_leave_one_speaker_out,11,jvs004,18,trimmed_mean,3,0.175367
native_leave_one_speaker_out,11,jvs004,18,nearest,3,0.148532
native_leave_one_speaker_out,11,jvs004,18,top_k_mean,3,0.166334
wrong_target,11,jvs005_other_sentence,18,median,3,0.418115
native_leave_one_speaker_out,11,jvs004,24,mean,3,0.237933
native_leave_one_speaker_out,11,jvs004,24,median,3,0.243214
native_leave_one_speaker_out,11,jvs004,24,trimmed_mean,3,0.237933
native_leave_one_speaker_out,11,jvs004,24,nearest,3,0.195275
native_leave_one_speaker_out,11,jvs004,24,top_k_mean,3,0.219244
wrong_target,11,jvs005_other_sentence,24,median,3,0.639732
native_leave_one_speaker_out,12,jvs001,6,mean,3,0.285266
native_leave_one_speaker_out,12,jvs001,6,median,3,0.276387
native_leave_one_speaker_out,12,jvs001,6,trimmed_mean,3,0.285266
native_leave_one_speaker_out,12,jvs001,6,nearest,3,0.245289
native_leave_one_speaker_out,12,jvs001,6,top_k_mean,3,0.260838
wrong_target,12,jvs005_other_sentence,6,median,3,0.516768
native_leave_one_speaker_out,12,jvs001,12,mean,3,0.224951
native_leave_one_speaker_out,12,jvs001,12,median,3,0.21902
native_leave_one_speaker_out,12,jvs001,12,trimmed_mean,3,0.224951
native_leave_one_speaker_out,12,jvs001,12,nearest,3,0.196857
native_leave_one_speaker_out,12,jvs001,12,top_k_mean,3,0.207938
wrong_target,12,jvs005_other_sentence,12,median,3,0.473412
native_leave_one_speaker_out,12,jvs001,18,mean,3,0.179044
native_leave_one_speaker_out,12,jvs001,18,median,3,0.172666
native_leave_one_speaker_out,12,jvs001,18,trimmed_mean,3,0.179044
native_leave_one_speaker_out,12,jvs001,18,nearest,3,0.158636
native_leave_one_speaker_out,12,jvs001,18,top_k_mean,3,0.165651
wrong_target,12,jvs005_other_sentence,18,median,3,0.397723
native_leave_one_speaker_out,12,jvs001,24,mean,3,0.238958
native_leave_one_speaker_out,12,jvs001,24,median,3,0.227513
native_leave_one_speaker_out,12,jvs001,24,trimmed_mean,3,0.238958
native_leave_one_speaker_out,12,jvs001,24,nearest,3,0.184947
native_leave_one_speaker_out,12,jvs001,24,top_k_mean,3,0.20623
wrong_target,12,jvs005_other_sentence,24,median,3,0.63656
native_leave_one_speaker_out,12,jvs002,6,mean,3,0.282593
native_leave_one_speaker_out,12,jvs002,6,median,3,0.280642
native_leave_one_speaker_out,12,jvs002,6,trimmed_mean,3,0.282593
native_leave_one_speaker_out,12,jvs002,6,nearest,3,0.276387
native_leave_one_speaker_out,12,jvs002,6,top_k_mean,3,0.278514
wrong_target,12,jvs005_other_sentence,6,median,3,0.512121
native_leave_one_speaker_out,12,jvs002,12,mean,3,0.230013
native_leave_one_speaker_out,12,jvs002,12,median,3,0.234024
native_leave_one_speaker_out,12,jvs002,12,trimmed_mean,3,0.230013
native_leave_one_speaker_out,12,jvs002,12,nearest,3,0.21902
native_leave_one_speaker_out,12,jvs002,12,top_k_mean,3,0.226522
wrong_target,12,jvs005_other_sentence,12,median,3,0.464956
native_leave_one_speaker_out,12,jvs002,18,mean,3,0.17949
native_leave_one_speaker_out,12,jvs002,18,median,3,0.179626
native_leave_one_speaker_out,12,jvs002,18,trimmed_mean,3,0.17949
native_leave_one_speaker_out,12,jvs002,18,nearest,3,0.172666
native_leave_one_speaker_out,12,jvs002,18,top_k_mean,3,0.176146
wrong_target,12,jvs005_other_sentence,18,median,3,0.396636
native_leave_one_speaker_out,12,jvs002,24,mean,3,0.250247
native_leave_one_speaker_out,12,jvs002,24,median,3,0.250972
native_leave_one_speaker_out,12,jvs002,24,trimmed_mean,3,0.250247
native_leave_one_speaker_out,12,jvs002,24,nearest,3,0.227513
native_leave_one_speaker_out,12,jvs002,24,top_k_mean,3,0.239242
wrong_target,12,jvs005_other_sentence,24,median,3,0.623813
native_leave_one_speaker_out,12,jvs003,6,mean,3,0.285709
native_leave_one_speaker_out,12,jvs003,6,median,3,0.280642
native_leave_one_speaker_out,12,jvs003,6,trimmed_mean,3,0.285709
native_leave_one_speaker_out,12,jvs003,6,nearest,3,0.245289
native_leave_one_speaker_out,12,jvs003,6,top_k_mean,3,0.262965
wrong_target,12,jvs005_other_sentence,6,median,3,0.516768
native_leave_one_speaker_out,12,jvs003,12,mean,3,0.23192
native_leave_one_speaker_out,12,jvs003,12,median,3,0.234024
native_leave_one_speaker_out,12,jvs003,12,trimmed_mean,3,0.23192
native_leave_one_speaker_out,12,jvs003,12,nearest,3,0.196857
native_leave_one_speaker_out,12,jvs003,12,top_k_mean,3,0.21544
wrong_target,12,jvs005_other_sentence,12,median,3,0.473412
native_leave_one_speaker_out,12,jvs003,18,mean,3,0.179896
native_leave_one_speaker_out,12,jvs003,18,median,3,0.179626
native_leave_one_speaker_out,12,jvs003,18,trimmed_mean,3,0.179896
native_leave_one_speaker_out,12,jvs003,18,nearest,3,0.158636
native_leave_one_speaker_out,12,jvs003,18,top_k_mean,3,0.169131
wrong_target,12,jvs005_other_sentence,18,median,3,0.397723
native_leave_one_speaker_out,12,jvs003,24,mean,3,0.253519
native_leave_one_speaker_out,12,jvs003,24,median,3,0.272257
native_leave_one_speaker_out,12,jvs003,24,trimmed_mean,3,0.253519
native_leave_one_speaker_out,12,jvs003,24,nearest,3,0.184947
native_leave_one_speaker_out,12,jvs003,24,top_k_mean,3,0.228602
wrong_target,12,jvs005_other_sentence,24,median,3,0.63656
native_leave_one_speaker_out,12,jvs004,6,mean,3,0.31869
native_leave_one_speaker_out,12,jvs004,6,median,3,0.331197
native_leave_one_speaker_out,12,jvs004,6,trimmed_mean,3,0.31869
native_leave_one_speaker_out,12,jvs004,6,nearest,3,0.29075
native_leave_one_speaker_out,12,jvs004,6,top_k_mean,3,0.310973
wrong_target,12,jvs005_other_sentence,6,median,3,0.512121
native_leave_one_speaker_out,12,jvs004,12,mean,3,0.253617
native_leave_one_speaker_out,12,jvs004,12,median,3,0.258976
native_leave_one_speaker_out,12,jvs004,12,trimmed_mean,3,0.253617
native_leave_one_speaker_out,12,jvs004,12,nearest,3,0.236996
native_leave_one_speaker_out,12,jvs004,12,top_k_mean,3,0.247986
wrong_target,12,jvs005_other_sentence,12,median,3,0.464956
native_leave_one_speaker_out,12,jvs004,18,mean,3,0.197811
native_leave_one_speaker_out,12,jvs004,18,median,3,0.201425
native_leave_one_speaker_out,12,jvs004,18,trimmed_mean,3,0.197811
native_leave_one_speaker_out,12,jvs004,18,nearest,3,0.186178
native_leave_one_speaker_out,12,jvs004,18,top_k_mean,3,0.193801
wrong_target,12,jvs005_other_sentence,18,median,3,0.396636
native_leave_one_speaker_out,12,jvs004,24,mean,3,0.286247
native_leave_one_speaker_out,12,jvs004,24,median,3,0.303354
native_leave_one_speaker_out,12,jvs004,24,trimmed_mean,3,0.286247
native_leave_one_speaker_out,12,jvs004,24,nearest,3,0.250972
native_leave_one_speaker_out,12,jvs004,24,top_k_mean,3,0.277163
wrong_target,12,jvs005_other_sentence,24,median,3,0.623813
native_leave_one_speaker_out,13,jvs001,6,mean,3,0.299214
native_leave_one_speaker_out,13,jvs001,6,median,3,0.293329
native_leave_one_speaker_out,13,jvs001,6,trimmed_mean,3,0.299214
native_leave_one_speaker_out,13,jvs001,6,nearest,3,0.25705
native_leave_one_speaker_out,13,jvs001,6,top_k_mean,3,0.275189
wrong_target,13,jvs005_other_sentence,6,median,3,0.564088
native_leave_one_speaker_out,13,jvs001,12,mean,3,0.239336
native_leave_one_speaker_out,13,jvs001,12,median,3,0.244988
native_leave_one_speaker_out,13,jvs001,12,trimmed_mean,3,0.239336
native_leave_one_speaker_out,13,jvs001,12,nearest,3,0.214786
native_leave_one_speaker_out,13,jvs001,12,top_k_mean,3,0.229887
wrong_target,13,jvs005_other_sentence,12,median,3,0.525621
native_leave_one_speaker_out,13,jvs001,18,mean,3,0.181689
native_leave_one_speaker_out,13,jvs001,18,median,3,0.186481
native_leave_one_speaker_out,13,jvs001,18,trimmed_mean,3,0.181689
native_leave_one_speaker_out,13,jvs001,18,nearest,3,0.163663
native_leave_one_speaker_out,13,jvs001,18,top_k_mean,3,0.175072
wrong_target,13,jvs005_other_sentence,18,median,3,0.448639
native_leave_one_speaker_out,13,jvs001,24,mean,3,0.235373
native_leave_one_speaker_out,13,jvs001,24,median,3,0.234528
native_leave_one_speaker_out,13,jvs001,24,trimmed_mean,3,0.235373
native_leave_one_speaker_out,13,jvs001,24,nearest,3,0.208497
native_leave_one_speaker_out,13,jvs001,24,top_k_mean,3,0.221512
wrong_target,13,jvs005_other_sentence,24,median,3,0.738105
native_leave_one_speaker_out,13,jvs002,6,mean,3,0.292616
native_leave_one_speaker_out,13,jvs002,6,median,3,0.293329
native_leave_one_speaker_out,13,jvs002,6,trimmed_mean,3,0.292616
native_leave_one_speaker_out,13,jvs002,6,nearest,3,0.285048
native_leave_one_speaker_out,13,jvs002,6,top_k_mean,3,0.289188
wrong_target,13,jvs005_other_sentence,6,median,3,0.537925
native_leave_one_speaker_out,13,jvs002,12,mean,3,0.23055
native_leave_one_speaker_out,13,jvs002,12,median,3,0.226721
native_leave_one_speaker_out,13,jvs002,12,trimmed_mean,3,0.23055
native_leave_one_speaker_out,13,jvs002,12,nearest,3,0.219942
native_leave_one_speaker_out,13,jvs002,12,top_k_mean,3,0.223332
wrong_target,13,jvs005_other_sentence,12,median,3,0.525621
native_leave_one_speaker_out,13,jvs002,18,mean,3,0.171863
native_leave_one_speaker_out,13,jvs002,18,median,3,0.165092
native_leave_one_speaker_out,13,jvs002,18,trimmed_mean,3,0.171863
native_leave_one_speaker_out,13,jvs002,18,nearest,3,0.164017
native_leave_one_speaker_out,13,jvs002,18,top_k_mean,3,0.164554
wrong_target,13,jvs005_other_sentence,18,median,3,0.450501
native_leave_one_speaker_out,13,jvs002,24,mean,3,0.225107
native_leave_one_speaker_out,13,jvs002,24,median,3,0.233381
native_leave_one_speaker_out,13,jvs002,24,trimmed_mean,3,0.225107
native_leave_one_speaker_out,13,jvs002,24,nearest,3,0.207412
native_leave_one_speaker_out,13,jvs002,24,top_k_mean,3,0.220396
wrong_target,13,jvs005_other_sentence,24,median,3,0.737435
native_leave_one_speaker_out,13,jvs003,6,mean,3,0.283175
native_leave_one_speaker_out,13,jvs003,6,median,3,0.285048
native_leave_one_speaker_out,13,jvs003,6,trimmed_mean,3,0.283175
native_leave_one_speaker_out,13,jvs003,6,nearest,3,0.25705
native_leave_one_speaker_out,13,jvs003,6,top_k_mean,3,0.271049
wrong_target,13,jvs005_other_sentence,6,median,3,0.564088
native_leave_one_speaker_out,13,jvs003,12,mean,3,0.219069
native_leave_one_speaker_out,13,jvs003,12,median,3,0.219942
native_leave_one_speaker_out,13,jvs003,12,trimmed_mean,3,0.219069
native_leave_one_speaker_out,13,jvs003,12,nearest,3,0.214786
native_leave_one_speaker_out,13,jvs003,12,top_k_mean,3,0.217364
wrong_target,13,jvs005_other_sentence,12,median,3,0.520313
native_leave_one_speaker_out,13,jvs003,18,mean,3,0.165211
native_leave_one_speaker_out,13,jvs003,18,median,3,0.164017
native_leave_one_speaker_out,13,jvs003,18,trimmed_mean,3,0.165211
native_leave_one_speaker_out,13,jvs003,18,nearest,3,0.163663
native_leave_one_speaker_out,13,jvs003,18,top_k_mean,3,0.16384
wrong_target,13,jvs005_other_sentence,18,median,3,0.450501
native_leave_one_speaker_out,13,jvs003,24,mean,3,0.220092
native_leave_one_speaker_out,13,jvs003,24,median,3,0.218399
native_leave_one_speaker_out,13,jvs003,24,trimmed_mean,3,0.220092
native_leave_one_speaker_out,13,jvs003,24,nearest,3,0.208497
native_leave_one_speaker_out,13,jvs003,24,top_k_mean,3,0.213448
wrong_target,13,jvs005_other_sentence,24,median,3,0.738105
native_leave_one_speaker_out,13,jvs004,6,mean,3,0.318053
native_leave_one_speaker_out,13,jvs004,6,median,3,0.307426
native_leave_one_speaker_out,13,jvs004,6,trimmed_mean,3,0.318053
native_leave_one_speaker_out,13,jvs004,6,nearest,3,0.299471
native_leave_one_speaker_out,13,jvs004,6,top_k_mean,3,0.303449
wrong_target,13,jvs005_other_sentence,6,median,3,0.537925
native_leave_one_speaker_out,13,jvs004,12,mean,3,0.235811
native_leave_one_speaker_out,13,jvs004,12,median,3,0.226721
native_leave_one_speaker_out,13,jvs004,12,trimmed_mean,3,0.235811
native_leave_one_speaker_out,13,jvs004,12,nearest,3,0.222477
native_leave_one_speaker_out,13,jvs004,12,top_k_mean,3,0.224599
wrong_target,13,jvs005_other_sentence,12,median,3,0.520313
native_leave_one_speaker_out,13,jvs004,18,mean,3,0.175989
native_leave_one_speaker_out,13,jvs004,18,median,3,0.167952
native_leave_one_speaker_out,13,jvs004,18,trimmed_mean,3,0.175989
native_leave_one_speaker_out,13,jvs004,18,nearest,3,0.165092
native_leave_one_speaker_out,13,jvs004,18,top_k_mean,3,0.166522
wrong_target,13,jvs005_other_sentence,18,median,3,0.448639
native_leave_one_speaker_out,13,jvs004,24,mean,3,0.229634
native_leave_one_speaker_out,13,jvs004,24,median,3,0.218399
native_leave_one_speaker_out,13,jvs004,24,trimmed_mean,3,0.229634
native_leave_one_speaker_out,13,jvs004,24,nearest,3,0.207412
native_leave_one_speaker_out,13,jvs004,24,top_k_mean,3,0.212905
wrong_target,13,jvs005_other_sentence,24,median,3,0.737435
native_leave_one_speaker_out,14,jvs001,6,mean,3,0.2625
native_leave_one_speaker_out,14,jvs001,6,median,3,0.252026
native_leave_one_speaker_out,14,jvs001,6,trimmed_mean,3,0.2625
native_leave_one_speaker_out,14,jvs001,6,nearest,3,0.216733
native_leave_one_speaker_out,14,jvs001,6,top_k_mean,3,0.234379
wrong_target,14,jvs005_other_sentence,6,median,3,0.55393
native_leave_one_speaker_out,14,jvs001,12,mean,3,0.216476
native_leave_one_speaker_out,14,jvs001,12,median,3,0.213752
native_leave_one_speaker_out,14,jvs001,12,trimmed_mean,3,0.216476
native_leave_one_speaker_out,14,jvs001,12,nearest,3,0.184357
native_leave_one_speaker_out,14,jvs001,12,top_k_mean,3,0.199055
wrong_target,14,jvs005_other_sentence,12,median,3,0.504009
native_leave_one_speaker_out,14,jvs001,18,mean,3,0.215817
native_leave_one_speaker_out,14,jvs001,18,median,3,0.21588
